Date,Close_Ema_5
1970-05-27,0.1537940417893734
1970-05-28,0.1565978371546008
1970-05-29,0.1599349424869046
1970-06-01,0.1622819583038638
1970-06-02,0.1638466355151699
1970-06-03,0.1648897536560407
1970-06-04,0.1643619542628203
1970-06-05,0.1629091107388121
1970-06-08,0.1618182595266092
1970-06-09,0.1612133142480048
1970-06-10,0.1604430663670958
1970-06-11,0.1599295677798232
1970-06-12,0.1598318975539499
1970-06-15,0.1598890729328986
1970-06-16,0.1611504907462991
1970-06-17,0.1621137347522045
1970-06-18,0.1633675453863319
1970-06-19,0.1650597094033676
1970-06-22,0.1660655249181402
1970-06-23,0.1661244404993462
1970-06-24,0.1654297012542359
1970-06-25,0.1653335921270762
1970-06-26,0.1640462085474275
1970-06-29,0.1629432856949662
1970-06-30,0.1622080037933254
1970-07-01,0.1615954624243354
1970-07-02,0.1613094549462382
1970-07-06,0.1598955122023942
1970-07-07,0.1588305700083655
1970-07-08,0.1590992323729781
1970-07-09,0.1596453015786666
1970-07-10,0.1614773256766967
1970-07-13,0.1629432726693268
1970-07-14,0.1635535848665313
1970-07-15,0.1645721076281916
1970-07-16,0.1673306841553616
1970-07-17,0.169781378169945
1970-07-20,0.1716598115100405
1970-07-21,0.1727897618700359
1970-07-22,0.1725644581509494
1970-07-23,0.1736375217962836
1970-07-24,0.1743528975598398
1970-07-27,0.1749521582359992
1970-07-28,0.1751069982207432
1970-07-29,0.1756995144391467
1970-07-30,0.1768285216824485
1970-07-31,0.1785597623676905
1970-08-03,0.1784906865021155
1970-08-04,0.1783223122928252
1970-08-05,0.1793109904112889
1970-08-06,0.1811121540190428
1970-08-07,0.1845473688126702
1970-08-10,0.1849755225102835
1970-08-11,0.1850126205232894
1970-08-12,0.1855339337287449
1970-08-13,0.1848884227473274
1970-08-14,0.184954554014652
1970-08-17,0.1853710861161345
1970-08-18,0.1868901650875802
1970-08-19,0.1898890601774054
1970-08-20,0.1913917324397297
1970-08-21,0.1936349098187905
1970-08-24,0.1956269078322398
1970-08-25,0.1963342135395042
1970-08-26,0.1966816091037745
1970-08-27,0.1964166895215349
1970-08-28,0.1966124564849427
1970-08-31,0.1964946995472306
1970-09-01,0.1957954920196132
1970-09-02,0.1947086805677146
1970-09-03,0.1948531057818552
1970-09-04,0.196439038474283
1970-09-08,0.195882526211554
1970-09-09,0.1953873764624955
1970-09-10,0.1950572766297898
1970-09-11,0.1943407033836736
1970-09-14,0.1941112511658598
1970-09-15,0.1929652000999404
1970-09-16,0.1925735411071746
1970-09-17,0.1934296794748286
1970-09-18,0.1933797652864442
1970-09-21,0.1919809964195878
1970-09-22,0.1908001957268179
1970-09-23,0.1918750394007007
1970-09-24,0.1933364214910693
1970-09-25,0.1943106762179816
1970-09-28,0.1954567257966654
1970-09-29,0.1968414518174898
1970-09-30,0.1977646024980394
1970-10-01,0.1980075916951396
1970-10-02,0.1992868288560376
1970-10-05,0.201629278011035
1970-10-06,0.2040598719960524
1970-10-07,0.20580440955997
1970-10-08,0.2060984386181864
1970-10-09,0.20443239895344
1970-10-12,0.2025769855435704
1970-10-13,0.201215847058827
1970-10-14,0.2013015142571491
1970-10-15,0.202972401611776
1970-10-16,0.2047069996150141
1970-10-19,0.2041254311503176
1970-10-20,0.2041102180680436
1970-10-21,0.2043483740621674
1970-10-22,0.2046312912658763
1970-10-23,0.2056888291806587
1970-10-26,0.2057731614888117
1970-10-27,0.2060776065707475
1970-10-28,0.2065288928429465
1970-10-29,0.2069538968987054
1970-10-30,0.2069889150186901
1970-11-02,0.2070122604320132
1970-11-03,0.2075244052376802
1970-11-04,0.2091765213785208
1970-11-05,0.2092697046715443
1970-11-06,0.2090797786923531
1970-11-09,0.208701133066567
1970-11-10,0.2083226288915688
1970-11-11,0.2085744238933599
1970-11-12,0.2083642298672382
1970-11-13,0.2075938708049578
1970-11-16,0.2055680388518521
1970-11-17,0.2043435828095243
1970-11-18,0.2037792872194161
1970-11-19,0.2042852587702348
1970-11-20,0.2057568147581467
1970-11-23,0.2074940413105256
1970-11-24,0.2099123835476085
1970-11-25,0.212028767659389
1970-11-27,0.213943811584925
1970-11-30,0.215598554961824
1970-12-01,0.2160716116779006
1970-12-02,0.2165130069092219
1970-12-03,0.2169333044181469
1970-12-04,0.2180957011706434
1970-12-07,0.2183664813523029
1970-12-08,0.2185470014734093
1970-12-09,0.2179111937630855
1970-12-10,0.218243476413931
1970-12-11,0.2183390038962136
1970-12-14,0.2180246017214305
1970-12-15,0.2161766523676877
1970-12-16,0.2146926230561577
1970-12-17,0.2145854735620713
1970-12-18,0.2151441610023641
1970-12-21,0.2155166192958927
1970-12-22,0.2153868773983701
1970-12-23,0.2151742742728382
1970-12-24,0.2150325388558169
1970-12-28,0.2154422045315279
1970-12-29,0.2167235126472164
1970-12-30,0.2180818591102394
1970-12-31,0.2193654410431407
1971-01-04,0.2194650178081209
1971-01-05,0.2194053881649451
1971-01-06,0.2189875578406305
1971-01-07,0.218583005039086
1971-01-08,0.2173050260333154
1971-01-11,0.2154448721665762
1971-01-12,0.2137006384702936
1971-01-13,0.2108994929374864
1971-01-14,0.2092840461851232
1971-01-15,0.2075769761483585
1971-01-18,0.2069430953450147
1971-01-19,0.2068985804045958
1971-01-20,0.2073730249619989
1971-01-21,0.2081933779462515
1971-01-22,0.209622503184235
1971-01-25,0.2103231902671893
1971-01-26,0.2106642710336738
1971-01-27,0.2105135710483586
1971-01-28,0.2105391582810743
1971-01-29,0.2115644041673252
1971-02-01,0.2136342359235492
1971-02-02,0.2141319551501411
1971-02-03,0.21408567087079
