Date,Close,Close_Ema_21
1970-04-24,-0.9076908434996138,-0.9070566998104239
1970-04-27,-0.9077651041375374,-0.9070733154219026
1970-04-28,-0.9077799640959661,-0.9070897735854295
1970-04-29,-0.9077354028655467,-0.907100678063418
1970-04-30,-0.9077799640959661,-0.9071146487140799
1970-05-01,-0.9077354028655467,-0.9071232918167365
1970-05-04,-0.9077651041375374,-0.9071338536094593
1970-05-05,-0.9077651041375374,-0.9071434552392075
1970-05-06,-0.9076908434996138,-0.9071454222477675
1970-05-07,-0.9076878280032401,-0.9071469358636449
1970-05-08,-0.90774823612701,-0.9071538122937226
1970-05-11,-0.9077784420533817,-0.9071628139713845
1970-05-12,-0.907808645493771,-0.9071737474659457
1970-05-13,-0.9079143724510271,-0.9071933138939233
1970-05-14,-0.9078841640386733,-0.9072083509517708
1970-05-15,-0.9076878280032401,-0.9072041437763751
1970-05-18,-0.9076274142860103,-0.9071948181465179
1970-05-19,-0.9077633453051513,-0.9071987173964826
1970-05-20,-0.9077784420533817,-0.9072036367920756
1970-05-21,-0.907808645493771,-0.9072108591211193
1970-05-22,-0.907793545638063,-0.9072160499689489
1970-05-25,-0.907959675125629,-0.9072358957153243
1970-05-26,-0.9079445758914165,-0.9072525624536815
1970-05-27,-0.9077180295791429,-0.907247086032302
1970-05-28,-0.9074763803036835,-0.9072201042769118
1970-05-29,-0.9072951453669494,-0.9071790731994174
1970-06-01,-0.9072800411607727,-0.9071403969179016
1970-06-02,-0.9072800411607727,-0.9071052366619783
1970-06-03,-0.9072800411607727,-0.907073272792957
1970-06-04,-0.9074310751430994,-0.9070579670142955
1970-06-05,-0.9075670030547627,-0.9070564294823983
1970-06-08,-0.9075821035319663,-0.9070564066885646
1970-06-09,-0.9075670030547627,-0.907055011004461
1970-06-10,-0.9076123125658156,-0.9070578678237072
1970-06-11,-0.9076123125658156,-0.9070604649321128
1970-06-12,-0.9075821035319663,-0.9070600752792141
1970-06-15,-0.9075670030547627,-0.9070583460868696
1970-06-16,-0.9074159678294448,-0.9070430216965646
1970-06-17,-0.9074008667307456,-0.9070277154136247
1970-06-18,-0.9073253556437899,-0.9070069250065126
1970-06-19,-0.9072196324155072,-0.9069783980884819
1970-06-22,-0.9072347353786929,-0.9069538397154315
1970-06-23,-0.9073102477086398,-0.9069383896393682
1970-06-24,-0.9074008667307456,-0.9069325953616281
1970-06-25,-0.9073555584626838,-0.9069232023266125
1970-06-26,-0.9075065868515507,-0.9069284149786478
1970-06-29,-0.9075367958854,-0.9069359044137659
1970-06-30,-0.9075367958854,-0.9069427129911458
1970-07-01,-0.9075518982270903,-0.9069502777391517
1970-07-02,-0.9075367958854,-0.9069557796505876
1970-07-06,-0.9076878280032401,-0.9069745335025721
1970-07-07,-0.9077029259944616,-0.9069929571949991
1970-07-08,-0.9075821035319663,-0.9069987046091107
1970-07-09,-0.9075367958854,-0.9069998040778229
1970-07-10,-0.9073555584626838,-0.9069843011595169
1970-07-13,-0.9073253556437899,-0.9069674575027782
1970-07-14,-0.9073706614258695,-0.9069562703709991
1970-07-15,-0.9072951453669494,-0.9069392241940423
1970-07-16,-0.9070383999647552,-0.9069003499127282
1970-07-17,-0.9069628845273308,-0.9068581336564202
1970-07-20,-0.9069326711430126,-0.9068170041849258
1970-07-21,-0.906947774727694,-0.90678098900168
1970-07-22,-0.9070686046481358,-0.9067592500022653
1970-07-23,-0.9069175743947823,-0.9067257353309783
1970-07-24,-0.9069175743947823,-0.9066952674479901
1970-07-27,-0.906902472053092,-0.9066661942403405
1970-07-28,-0.9069326711430126,-0.9066425138066716
1970-07-29,-0.9068722642622338,-0.9066154858372356
1970-07-30,-0.9067816458616235,-0.9065826637665666
1970-07-31,-0.9066608178056682,-0.9065418236140099
1970-08-03,-0.9068118480590218,-0.9065184481471411
1970-08-04,-0.9068269547511808,-0.9064985732510493
1970-08-05,-0.906691024975031,-0.9064681281815835
1970-08-06,-0.9065500219307651,-0.9064276119210359
1970-08-07,-0.9062741456527721,-0.9063656592527872
1970-08-10,-0.9065040418260214,-0.9063302716660292
1970-08-11,-0.9065347014441393,-0.90630089282076
1970-08-12,-0.9064733902873456,-0.906268602138979
1970-08-13,-0.906596000171022,-0.9062504111231817
1970-08-14,-0.9065347014441393,-0.9062282923272624
1970-08-17,-0.9064887163674313,-0.9062039971948797
1970-08-18,-0.9063354481086281,-0.9061679549864696
1970-08-19,-0.9060902277197798,-0.9061128609869543
1970-08-20,-0.906151533904609,-0.9060683577207581
1970-08-21,-0.9059982731037524,-0.9060139451606861
1970-08-24,-0.9059369681619142,-0.9059588971222552
1970-08-25,-0.9060135966978559,-0.9059158308038592
1970-08-26,-0.9060289233994371,-0.9058780751664419
1970-08-27,-0.9060902277197798,-0.9058493338778382
1970-08-28,-0.9060442569374693,-0.9058190195991261
1970-08-31,-0.9060749041256763,-0.9057942517202846
1970-09-01,-0.906151533904609,-0.9057787129328766
1970-09-02,-0.9062281711414883,-0.9057715649076677
1970-09-03,-0.9061208836089244,-0.9057552977184701
1970-09-04,-0.9059369681619142,-0.905723763083877
1970-09-08,-0.9061362146609744,-0.9057132374722773
1970-09-09,-0.906151533904609,-0.9057050636165063
1970-09-10,-0.906151533904609,-0.9056976328385327
1970-09-11,-0.9062128400894384,-0.9056964597737381
1970-09-14,-0.9061821941442224,-0.905692602908026
1970-09-15,-0.90630479967743,-0.9057002604197991
1970-09-16,-0.9062588214371731,-0.9057030352805338
1970-09-17,-0.9061208836089244,-0.9056929980574393
1970-09-18,-0.9061975140093527,-0.9056908508318455
1970-09-21,-0.9063661058622594,-0.9057042498111801
1970-09-22,-0.9063967605084129,-0.9057192219369131
1970-09-23,-0.9061668680641368,-0.9057119002791046
1970-09-24,-0.9060749041256763,-0.9056968705202652
1970-09-25,-0.9060749041256763,-0.9056832071031383
1970-09-28,-0.9060135966978559,-0.9056652035137528
1970-09-29,-0.9059369681619142,-0.9056418592614067
1970-09-30,-0.9059369681619142,-0.9056206372138195
1970-10-01,-0.9059829501311445,-0.9056055312964288
1970-10-02,-0.9058450123028957,-0.9055792388204931
1970-10-05,-0.9056610912624257,-0.9055385897795571
1970-10-06,-0.9055538080803305,-0.9054918675176455
1970-10-07,-0.9055384782712715,-0.9054479968900159
1970-10-08,-0.9056457658038355,-0.9054178834857237
1970-10-09,-0.9058756663275537,-0.9054114410805093
1970-10-12,-0.9059676178361034,-0.9054139569229868
1970-10-13,-0.9059829501311445,-0.9054176401229446
1970-10-14,-0.9058603421119547,-0.9054098245068538
1970-10-15,-0.9056610912624257,-0.9053845767671578
1970-10-16,-0.9055844633479795,-0.9053546469802102
1970-10-19,-0.905799030955161,-0.9053469753728317
1970-10-20,-0.9057530514719129,-0.9053358145575219
1970-10-21,-0.9057223955827683,-0.9053228770131772
1970-10-22,-0.9057070738531515,-0.9053097205008213
1970-10-23,-0.905599786942083,-0.9052879911071708
1970-10-26,-0.9056764210714846,-0.905275214975156
1970-10-27,-0.9056457658038355,-0.9052608090176694
1970-10-28,-0.9056151136436642,-0.9052449216836118
1970-10-29,-0.905599786942083,-0.9052290830915257
1970-10-30,-0.9056304403452454,-0.9052174754936968
1970-11-02,-0.9056304403452454,-0.9052069231320342
1970-11-03,-0.9055691366463983,-0.9051917481144277
1970-11-04,-0.9054073091509796,-0.9051632175646876
1970-11-05,-0.9055317841427799,-0.9051486146767437
1970-11-06,-0.9055629185834925,-0.9051381742468239
1970-11-09,-0.90559402443541,-0.9051315152665224
1970-11-10,-0.9056095928987574,-0.9051268792226245
1970-11-11,-0.9055473482556585,-0.9051169969987518
1970-11-12,-0.90559402443541,-0.9051122632228206
1970-11-13,-0.9056718331913876,-0.9051150446070959
1970-11-16,-0.9058585435038538,-0.905134573903375
1970-11-17,-0.9058429806339663,-0.9051509107438336
1970-11-18,-0.90581186483812,-0.9051629291919155
1970-11-19,-0.9057029458797561,-0.9051639375211137
1970-11-20,-0.9055629185834925,-0.9051521041053421
1970-11-23,-0.9054695488221142,-0.9051328447422204
1970-11-24,-0.9053139543054942,-0.9051011686902342
1970-11-25,-0.9052517177418373,-0.9050667053764941
1970-11-27,-0.9051894718557473,-0.9050297073395857
1970-11-30,-0.905142798161978,-0.9049918229229842
1970-12-01,-0.9052205932450534,-0.9049644661162201
1970-12-02,-0.9052050322396527,-0.9049381793964087
1970-12-03,-0.9051894718557473,-0.904912865539508
1970-12-04,-0.905080553518879,-0.9048799354662209
1970-12-07,-0.905142798161978,-0.9048556666744708
1970-12-08,-0.905142798161978,-0.9048336041365163
1970-12-09,-0.9052361548719499,-0.9048220478078646
1970-12-10,-0.905142798161978,-0.9048030415305106
1970-12-11,-0.9051583523309278,-0.9047871793695447
1970-12-14,-0.9052050322396527,-0.9047770096267038
1970-12-15,-0.9054073091509796,-0.9047861825758479
1970-12-16,-0.9054384305402857,-0.9047973553548948
1970-12-17,-0.9053295153108951,-0.9047975952336001
1970-12-18,-0.9052517177418373,-0.9047907295068269
1970-12-21,-0.9052517177418373,-0.9047844879370331
1970-12-22,-0.9052983933000934,-0.9047830637900383
1970-12-23,-0.9053139543054942,-0.9047831860064321
1970-12-24,-0.9053139543054942,-0.9047832971122448
1970-12-28,-0.9052517177418373,-0.9047777312146856
1970-12-29,-0.9051272377780726,-0.9047613368796393
1970-12-30,-0.9050649949994604,-0.9047407654699466
1970-12-31,-0.9050183175767177,-0.9047178140112753
1971-01-04,-0.9051116798801495,-0.9047054500821895
1971-01-05,-0.9051272377780726,-0.9046956267591882
1971-01-06,-0.905173918308293,-0.9046909469256322
1971-01-07,-0.9051894718557473,-0.904688108747893
1971-01-08,-0.9053139543054942,-0.9046968632408455
1971-01-11,-0.9054384305402857,-0.9047161559594381
1971-01-12,-0.9055006702114203,-0.9047393619803147
1971-01-13,-0.9057029458797561,-0.9047788764196585
1971-01-14,-0.9056718331913876,-0.9048119656951303
1971-01-15,-0.9057496313819409,-0.9048491307095635
1971-01-18,-0.9056873867388419,-0.9048772494478101
1971-01-19,-0.9056407124235769,-0.9048985620429418
1971-01-20,-0.9055784684019735,-0.9049122695475041
1971-01-21,-0.9055162330813078,-0.9049190641256245
1971-01-22,-0.9054073091509796,-0.904915323029412
1971-01-25,-0.9054384305402857,-0.9049147557672257
1971-01-26,-0.9054539940316687,-0.9049156571961687
1971-01-27,-0.9055006702114203,-0.9049207267409789
1971-01-28,-0.905485109827515,-0.9049239185791886
1971-01-29,-0.9053606367002013,-0.9049154864446016
1971-02-01,-0.9051894718557473,-0.9048922355833198
1971-02-02,-0.9052983933000934,-0.9048810161957532
1971-02-03,-0.9053450732088182,-0.9048750671560029
1971-02-04,-0.9054073091509796,-0.9048753257843013
1971-02-05,-0.9053450732088182,-0.9048698940546829
1971-02-08,-0.9052000776771854,-0.904851753661104
1971-02-09,-0.9051055165088514,-0.9048266521991422
1971-02-10,-0.9050109596909863,-0.9047952228893243
1971-02-11,-0.9050897528959037,-0.9047738252446773
1971-02-12,-0.9050424763514577,-0.9047500681107504
1971-02-16,-0.9047745539734217,-0.9047040752484521
1971-02-17,-0.9047272724570113,-0.9046579583730328
1971-02-18,-0.9047115107085502,-0.9046145987668468
1971-02-19,-0.9047587971969248,-0.9045794865781807
1971-02-22,-0.9047903126144051,-0.9045504360189716
1971-02-23,-0.9047587971969248,-0.9045211568073849
1971-02-24,-0.9047587971969248,-0.9044945393423062
1971-02-25,-0.904585434122736,-0.9044545562042632
1971-02-26,-0.9046799915620967,-0.9044268177524847
1971-03-01,-0.9047430329624814,-0.9044073411647783
1971-03-02,-0.9046957458526113,-0.9043853294842255
1971-03-03,-0.9046327125316685,-0.9043595794145706
1971-03-04,-0.9043490234332069,-0.9043103391658146
1971-03-05,-0.9043017456457699,-0.9042612704604269
1971-03-08,-0.9043175024222667,-0.9042180972677064
1971-03-09,-0.9044593475929931,-0.9041917645145398
1971-03-10,-0.904601178469322,-0.9041807399503112
1971-03-11,-0.904538142662397,-0.9041649779418648
1971-03-12,-0.9045223802924403,-0.9041492136127007
1971-03-15,-0.9043963049496172,-0.9041234027101717
1971-03-16,-0.9043175024222667,-0.9040927629492925
1971-03-17,-0.9043490234332069,-0.9040677787428344
1971-03-18,-0.9044120673195739,-0.9040508062408695
1971-03-19,-0.9044593475929931,-0.9040396817628699
1971-03-22,-0.9044435827370542,-0.9040281331441165
1971-03-23,-0.9043647870461546,-0.9040104597182484
1971-03-24,-0.9043963049496172,-0.9039972628061241
1971-03-25,-0.9044593475929931,-0.9039910059131013
1971-03-26,-0.9043647870461546,-0.9039767076900528
1971-03-29,-0.9043175024222667,-0.9039594038400937
1971-03-30,-0.904191425214957,-0.9039321932034359
1971-03-31,-0.904096862803632,-0.903898845952768
1971-04-01,-0.9041283788426078,-0.9038713999392383
1971-04-02,-0.9041441436985467,-0.9038478844747829
1971-04-05,-0.9040180571688038,-0.9038150260670091
1971-04-06,-0.9039707713019247,-0.9037808492086653
1971-04-07,-0.904002300392307,-0.9037526501947251
1971-04-08,-0.9039077361164953,-0.9037184042494854
1971-04-12,-0.9038289292386761,-0.9036800958718316
1971-04-13,-0.9038446959591016,-0.9036467057006695
1971-04-14,-0.9039077361164953,-0.9036220910730713
1971-04-15,-0.9038446959591016,-0.903593974065433
1971-04-16,-0.9039077361164953,-0.9035741532228562
1971-04-19,-0.9038919818259806,-0.9035546997801503
1971-04-20,-0.904002300392307,-0.9035470598051659
1971-04-21,-0.9040338207817517,-0.9035429844383859
1971-04-22,-0.9039865417513235,-0.9035349746034333
1971-04-23,-0.9039550145254279,-0.903524822247783
1971-04-26,-0.9039392614779043,-0.903514158451826
1971-04-27,-0.9040338207817517,-0.9035130741171677
1971-04-28,-0.904002300392307,-0.9035092182933635
1971-04-29,-0.9040338207817517,-0.9035085830640202
1971-04-30,-0.9041126214446155,-0.903515180717064
1971-05-03,-0.9042702190413698,-0.9035355285124591
1971-05-04,-0.9042859826543176,-0.9035554618520286
1971-05-05,-0.9043017456457699,-0.9035750183569853
1971-05-06,-0.904202887457253,-0.903583795540887
1971-05-07,-0.9041550596462605,-0.903587419874122
1971-05-10,-0.9041869492040576,-0.9035936184018843
1971-05-11,-0.9041869492040576,-0.903599253427123
1971-05-12,-0.9040912836381442,-0.9035956654221884
1971-05-13,-0.9041550596462605,-0.9035982106753051
1971-05-14,-0.9041391133136232,-0.903599072560617
1971-05-17,-0.9042347757720589,-0.9036085665649212
1971-05-18,-0.9042347757720589,-0.903617197477925
1971-05-19,-0.904202887457253,-0.9036221401962867
1971-05-20,-0.9042666684373337,-0.9036324411051186
1971-05-21,-0.9043145030847771,-0.9036461611150381
1971-05-24,-0.9043942161030978,-0.9036658920594244
1971-05-25,-0.9044420544795144,-0.9036881851684774
1971-05-26,-0.9045377206669234,-0.9037171624429944
1971-05-27,-0.9046174386572085,-0.9037507640806419
1971-05-28,-0.9044739390653471,-0.903768244778051
1971-06-01,-0.904457997704674,-0.9037826847927105
1971-06-02,-0.9043623259238052,-0.9037871007577153
1971-06-03,-0.9042347757720589,-0.9037795012895561
1971-06-04,-0.904330441959468,-0.9037813034938798
1971-06-07,-0.9042985592381219,-0.9037800388045678
1971-06-08,-0.9043623259238052,-0.9037846953139491
1971-06-09,-0.9042666684373337,-0.9037802184848117
1971-06-10,-0.9041550596462605,-0.903765986186781
1971-06-11,-0.9042347757720589,-0.9037603062250702
1971-06-14,-0.9042347757720589,-0.9037551426235151
1971-06-15,-0.904202887457253,-0.9037475448740958
1971-06-16,-0.9041869492040576,-0.9037391865836788
1971-06-17,-0.904218835654377,-0.903734491534263
1971-06-18,-0.9044420544795144,-0.9037505483274216
1971-06-21,-0.9046014904600844,-0.9037796627337393
1971-06-22,-0.9046493188925724,-0.9038104853572934
1971-06-23,-0.904665268954183,-0.9038399582448576
1971-06-24,-0.9046333775318993,-0.9038638479298706
1971-06-25,-0.9046174386572085,-0.9038841145232566
1971-06-28,-0.9046333775318993,-0.9039039900011424
1971-06-29,-0.9045855428844559,-0.903917703070057
1971-06-30,-0.9045377206669234,-0.903925815080794
1971-07-01,-0.9044898754540558,-0.9039288331266375
1971-07-02,-0.9044420544795144,-0.9039272225023076
1971-07-06,-0.9044739390653471,-0.9039286615250198
1971-07-07,-0.9043782809573802,-0.9039212596514116
1971-07-08,-0.9041231787894011,-0.9038913025420349
1971-07-09,-0.9041231787894011,-0.9038640688062379
1971-07-12,-0.9040434477477097,-0.9038320510154043
1971-07-13,-0.9042347757720589,-0.9038203651601824
1971-07-14,-0.9041710022499247,-0.9038039348060097
1971-07-15,-0.9041550596462605,-0.9037875464787791
1971-07-16,-0.9041869492040576,-0.9037755516788454
1971-07-19,-0.9041710022499247,-0.9037631952775216
1971-07-20,-0.9041391133136232,-0.9037490585626319
1971-07-21,-0.9041072374287281,-0.9037333045692503
1971-07-22,-0.9041072374287281,-0.9037189827570851
1971-07-23,-0.9040275057655411,-0.9036987030220544
1971-07-26,-0.9040753460064443,-0.9036846229559525
1971-07-27,-0.9041869492040576,-0.903681984839912
1971-07-28,-0.9043145030847771,-0.9036912008739414
1971-07-29,-0.9044101618142396,-0.903708289219359
1971-07-30,-0.9043942161030978,-0.9037223721542614
1971-08-02,-0.9043623259238052,-0.9037322710863979
1971-08-03,-0.9045377206669234,-0.9037572405501947
1971-08-04,-0.9046174386572085,-0.9037871987235513
1971-08-05,-0.9045754435818854,-0.9038106095970437
1971-08-06,-0.9046400436930915,-0.9038377743231728
1971-08-09,-0.9047530831669042,-0.9038727622518308
1971-08-10,-0.9047046344818646,-0.9039001580016316
1971-08-11,-0.9046077427052451,-0.9039162408218908
1971-08-12,-0.9043655005230379,-0.9039088043904095
1971-08-13,-0.9046077427052451,-0.9039241011753255
1971-08-16,-0.9050437703051778,-0.9039777095040363
1971-08-17,-0.904898426736041,-0.9040132102004673
1971-08-18,-0.9050276182575158,-0.9040572469963281
1971-08-19,-0.9050922158827398,-0.9041031623346144
1971-08-20,-0.9051083654444196,-0.9041463740372617
1971-08-23,-0.9049630287117338,-0.9041724238779411
1971-08-24,-0.9048822740668834,-0.904188752498681
1971-08-25,-0.9048176776846505,-0.9041977149250295
1971-08-26,-0.9048176776846505,-0.9042058625853463
1971-08-27,-0.9049791764089271,-0.9042279746924539
1971-08-30,-0.9050276182575158,-0.9042524874435885
1971-08-31,-0.9049953166481738,-0.9042718305643959
1971-09-01,-0.9050114761537824,-0.9042908866111354
1971-09-02,-0.9049791764089271,-0.904305269261353
1971-09-03,-0.9049307308313651,-0.9043139332227932
1971-09-07,-0.9047530831669042,-0.9043056339787586
1971-09-08,-0.904623885430474,-0.9042863252100873
1971-09-09,-0.9045915887930964,-0.904265831038335
1971-09-10,-0.9046561920117803,-0.9042530823699177
1971-09-13,-0.9047046344818646,-0.9042459035635287
1971-09-14,-0.9048338365687635,-0.9042511417733978
1971-09-15,-0.9048176776846505,-0.9042544324474994
1971-09-16,-0.9048338365687635,-0.9042588953042804
1971-09-17,-0.9048822740668834,-0.9042673628862622
1971-09-20,-0.9049307308313651,-0.9042794728818015
1971-09-21,-0.9049953166481738,-0.9042963627809532
1971-09-22,-0.9051245199780639,-0.9043234817454024
1971-09-23,-0.9051729612051571,-0.9043525461284398
1971-09-24,-0.9052698536032721,-0.9043877907582595
1971-09-27,-0.905366752837838,-0.9044286544167328
1971-09-28,-0.9051568166154416,-0.9044466876145261
1971-09-29,-0.9050276182575158,-0.9044513173727451
1971-09-30,-0.9048499792939925,-0.9044393514634939
1971-10-01,-0.9047046344818646,-0.9044152391031433
1971-10-04,-0.9046884874061668,-0.9043918485158878
1971-10-05,-0.9047369323622332,-0.9043749954641869
1971-10-06,-0.9048338365687635,-0.9043684980467236
1971-10-07,-0.9048499792939925,-0.9043640611671105
1971-10-08,-0.9049953166481738,-0.9043732612221431
1971-10-11,-0.904898426736041,-0.9043728026714736
1971-10-12,-0.9049468735565941,-0.9043767970955294
1971-10-13,-0.9050437703051778,-0.9043892512496762
1971-10-14,-0.9050922158827398,-0.9044049843831126
1971-10-15,-0.9050437703051778,-0.90441487605657
1971-10-18,-0.9049953166481738,-0.9044194565761972
1971-10-19,-0.9049145769192164,-0.9044162689904995
1971-10-20,-0.9050599161378845,-0.9044266049370427
1971-10-21,-0.9051245199780639,-0.9044418837054838
1971-10-22,-0.9049307308313651,-0.9044381281720031
1971-10-25,-0.9049630287117338,-0.9044376549095241
1971-10-26,-0.9050114761537824,-0.9044416360157975
1971-10-27,-0.9050599161378845,-0.904449665869132
1971-10-28,-0.9050760656995643,-0.9044584362218228
1971-10-29,-0.9051083654444196,-0.9044693502983603
1971-11-01,-0.9051891138743147,-0.9044866246728285
1971-11-02,-0.9050599161378845,-0.9044905646482508
1971-11-03,-0.9049468735565941,-0.9044838534380542
1971-11-04,-0.9048661232622124,-0.9044703996813991
1971-11-05,-0.9049251255630646,-0.9044635414030409
1971-11-08,-0.9049742958044295,-0.9044617837633645
1971-11-09,-0.9050398430748429,-0.9044661542658358
1971-11-10,-0.9051054040181582,-0.9044760970515985
1971-11-11,-0.905203729584995,-0.9044940889072536
1971-11-12,-0.905203729584995,-0.9045104451396673
1971-11-15,-0.9052528954758909,-0.9045297912045641
1971-11-16,-0.905187348826973,-0.9045414102361559
1971-11-17,-0.9051545748810186,-0.9045489887854923
1971-11-18,-0.9051709475595984,-0.9045573691775607
1971-11-19,-0.9050726207497706,-0.9045560346431181
1971-11-22,-0.9051054040181582,-0.9045578064854916
1971-11-23,-0.9052201190439543,-0.9045698625404799
1971-11-24,-0.9052528954758909,-0.9045838070234847
1971-11-26,-0.905187348826973,-0.9045905155260838
1971-11-29,-0.9050398430748429,-0.904583183141035
1971-11-30,-0.9051217928556221,-0.9045839792112407
1971-12-01,-0.9050726207497706,-0.9045802255828271
1971-12-02,-0.9049415088070685,-0.904564874895401
1971-12-03,-0.9047940192138224,-0.9045374901725735
1971-12-06,-0.904843185726214,-0.9045170717892953
1971-12-07,-0.9048759627796462,-0.9045014941122838
1971-12-08,-0.9048759627796462,-0.904487332587728
1971-12-09,-0.9049251255630646,-0.9044789349542489
1971-12-10,-0.9048104012148352,-0.9044608546039538
1971-12-13,-0.9048104012148352,-0.9044444179218675
1971-12-14,-0.9047284557845249,-0.9044220140049402
1971-12-15,-0.9045645754893282,-0.9043867248124264
1971-12-16,-0.9044006889791761,-0.9043397211671179
1971-12-17,-0.9044990232469504,-0.9043059443322382
1971-12-20,-0.9044498536270811,-0.9042707610164696
1971-12-21,-0.9044826288160267,-0.9042417605037887
1971-12-22,-0.9046301289746971,-0.9042288269158182
1971-12-23,-0.9046465134616921,-0.9042185609855412
1971-12-27,-0.9045154127059098,-0.9041972910423102
1971-12-28,-0.9044826288160267,-0.904174969618189
1971-12-29,-0.9044498536270811,-0.9041516930946069
1971-12-30,-0.9044990232469504,-0.9041350097208644
1971-12-31,-0.9044826288160267,-0.9041183502350566
1972-01-03,-0.9045809637052965,-0.9041121590563127
1972-01-04,-0.9044170753306578,-0.9040916079810254
1972-01-05,-0.9042204117670736,-0.9040550181344996
1972-01-06,-0.9041056967412775,-0.9040113093484635
1972-01-07,-0.9041548601461913,-0.903976050624774
1972-01-10,-0.9042859733318844,-0.9039559356507407
1972-01-11,-0.9042859733318844,-0.9039376493107104
1972-01-12,-0.9043187423058746,-0.9039240091191659
1972-01-13,-0.9043515193593068,-0.9039145934346396
1972-01-14,-0.9043351361153028,-0.9039045419576448
1972-01-17,-0.9042368086839795,-0.9038864511220094
1972-01-18,-0.9041712489836552,-0.9038640354192767
1972-01-19,-0.9040401438774042,-0.9038317198322304
1972-01-20,-0.9040237544184447,-0.9038008496961374
