Date,Open,Close,High,Low,Volume
1970-01-02,0.1782878326206034,0.1790096014738083,0.1790096014738083,0.1779268600820736,1174400
1970-01-05,0.17900958420738342,0.18189683556556702,0.18189683556556702,0.17864869981559017,1881600
1970-01-06,0.18189672420533876,0.18153584003448486,0.18225760837619262,0.1797313310683505,1232000
1970-01-07,0.18153593737293158,0.18045319616794586,0.18153593737293158,0.18009231180358803,918400
1970-01-08,0.18045321788427302,0.18081410229206085,0.1818968436273472,0.1797314490686973,1075200
1970-01-09,0.18081398358091216,0.18153584003448486,0.18153584003448486,0.1800922152392044,1072000
1970-01-12,0.18153602058301313,0.18009239435195923,0.18189690511278844,0.18009239435195926,892800
1970-01-13,0.18009227488359908,0.17937041819095612,0.18117501586661647,0.17937041819095612,1248000
1970-01-14,0.17937044127331783,0.17973141372203827,0.17973141372203827,0.1786486725996879,1328000
1970-01-15,0.1797314214826247,0.17792682349681854,0.1797314214826247,0.17756593914442104,1206400
1970-01-16,0.17792685331318392,0.1786487102508545,0.1790095946637278,0.17792685331318392,1100800
1970-01-19,0.1786487102508545,0.1786487102508545,0.1790095946637278,0.17756596890031062,700800
1970-01-20,0.17864868031352285,0.17792682349681854,0.1797314214826247,0.17792682349681854,1241600
1970-01-21,0.17792689126952987,0.17756600677967072,0.17900963285105015,0.17756600677967072,841600
1970-01-22,0.17756588020542421,0.1764831393957138,0.17792676443803435,0.1761222551631037,1382400
1970-01-23,0.17648311867392008,0.17395684123039246,0.17648311867392008,0.17359586892828593,1878400
1970-01-26,0.17395689285948523,0.17431777715682983,0.1746786614541744,0.17323503615290026,1043200
1970-01-27,0.17359594312897572,0.17323505878448486,0.17359594312897572,0.17179143329461416,2054400
1970-01-28,0.1732350546048144,0.16782143712043762,0.1732350546048144,0.1674605527846539,1488000
1970-01-29,0.16637779965186245,0.1642124056816101,0.16637779965186245,0.1642124056816101,1548800
1970-01-30,0.16385152223190885,0.16276878118515015,0.16385152223190885,0.16168604013839144,2172800
1970-02-02,0.1627687440076134,0.1616860032081604,0.1627687440076134,0.1616860032081604,2755200
1970-02-03,0.1616859944130788,0.16493412852287292,0.1660168692634291,0.1609642259939576,2572800
1970-02-04,0.16493415136177478,0.16457326710224152,0.16529512373319463,0.163851498583175,2003200
1970-02-05,0.1645732899913357,0.1642124056816101,0.1645732899913357,0.16385152137188452,1676800
1970-02-06,0.16204694825138907,0.16024243831634521,0.16204694825138907,0.1598815539517189,1635200
1970-02-09,0.16024243950621087,0.15952067077159882,0.16096429635273585,0.15915969829237986,1398400
1970-02-10,0.15879887996983272,0.15374623239040375,0.15879887996983272,0.1523026062088598,2777600
1970-02-11,0.15374608959980215,0.154828742146492,0.154828742146492,0.15158060828268705,2316800
